"Name","Month","Sales","ExciseTax","County","Established","RetailerURLLink"
"231","HAVE A HEART","Jan-2016",359473,133005,"King County","Retailer since Apr 2015","http://www.502data.com//license/415333"
"232","HAVE A HEART","All-2015",1890390,691590,"King County","Retailer since Apr 2015","http://www.502data.com//license/415333"
"233","HERBAN LEGENDS","Sep-2016",593908,219746,"King County","Retailer since Apr 2016","http://www.502data.com//license/420291"
"234","HERBAN LEGENDS","Aug-2016",631495,233653,"King County","Retailer since Apr 2016","http://www.502data.com//license/420291"
"235","HERBAN LEGENDS","Jul-2016",591571,218881,"King County","Retailer since Apr 2016","http://www.502data.com//license/420291"
"236","HERBAN LEGENDS","Jun-2016",434051,160599,"King County","Retailer since Apr 2016","http://www.502data.com//license/420291"
"237","HERBAN LEGENDS","May-2016",289177,106995,"King County","Retailer since Apr 2016","http://www.502data.com//license/420291"
"238","HERBAN LEGENDS","Apr-2016",51982,19233,"King County","Retailer since Apr 2016","http://www.502data.com//license/420291"
"239","GREEN THEORY","Sep-2016",586790,217112,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"240","GREEN THEORY","Aug-2016",594515,219971,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"241","GREEN THEORY","Jul-2016",581659,215214,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"242","GREEN THEORY","Jun-2016",528506,195547,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"243","GREEN THEORY","May-2016",538553,199265,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"244","GREEN THEORY","Apr-2016",544784,201570,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"245","GREEN THEORY","Mar-2016",518580,191875,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"246","GREEN THEORY","Feb-2016",483701,178969,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"247","GREEN THEORY","Jan-2016",472441,174803,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"248","GREEN THEORY","All-2015",5037574,1783499,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"249","GREEN THEORY","All-2014",977403,325801,"King County","Retailer since Oct 2014","http://www.502data.com//license/414417"
"250","GREEN COLLAR CANNBIS","Sep-2016",579029,214241,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"251","GREEN COLLAR CANNBIS","Aug-2016",488596,180781,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"252","GREEN COLLAR CANNBIS","Jul-2016",385523,142643,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"253","GREEN COLLAR CANNBIS","Jun-2016",242770,89825,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"254","GREEN COLLAR CANNBIS","May-2016",235796,87245,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"255","GREEN COLLAR CANNBIS","Apr-2016",229301,84841,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"256","GREEN COLLAR CANNBIS","Mar-2016",226805,83918,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"257","GREEN COLLAR CANNBIS","Feb-2016",214825,79485,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"258","GREEN COLLAR CANNBIS","Jan-2016",188847,69873,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"259","GREEN COLLAR CANNBIS","All-2015",617286,228396,"Pierce County","Retailer since Aug 2015","http://www.502data.com//license/412923"
"260","CANNABIS & GLASS","Sep-2016",557461,206261,"Spokane County","Retailer since Mar 2016","http://www.502data.com//license/360307"
"261","CANNABIS & GLASS","Aug-2016",589515,218121,"Spokane County","Retailer since Mar 2016","http://www.502data.com//license/360307"
"262","CANNABIS & GLASS","Jul-2016",581116,215013,"Spokane County","Retailer since Mar 2016","http://www.502data.com//license/360307"
"263","CANNABIS & GLASS","Jun-2016",503185,186179,"Spokane County","Retailer since Mar 2016","http://www.502data.com//license/360307"
"264","CANNABIS & GLASS","May-2016",474011,175384,"Spokane County","Retailer since Mar 2016","http://www.502data.com//license/360307"
"265","CANNABIS & GLASS","Apr-2016",459438,169992,"Spokane County","Retailer since Mar 2016","http://www.502data.com//license/360307"
"266","CANNABIS & GLASS","Mar-2016",379612,140456,"Spokane County","Retailer since Mar 2016","http://www.502data.com//license/360307"
"267","THE HERBERY","Sep-2016",516570,191131,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"268","THE HERBERY","Aug-2016",573595,212230,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"269","THE HERBERY","Jul-2016",389195,144002,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"270","THE HERBERY","Jun-2016",337882,125016,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"271","THE HERBERY","May-2016",280358,103733,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"272","THE HERBERY","Apr-2016",206201,76294,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"273","THE HERBERY","Mar-2016",288969,106919,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"274","THE HERBERY","Feb-2016",261469,96743,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"275","THE HERBERY","Jan-2016",248604,91983,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"276","THE HERBERY","All-2015",1657147,607882,"Clark County","Retailer since May 2015","http://www.502data.com//license/413848"
"277","THE GALLERY","Sep-2016",509269,188430,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"278","THE GALLERY","Aug-2016",557167,206152,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"279","THE GALLERY","Jul-2016",584418,216235,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"280","THE GALLERY","Jun-2016",393679,145661,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"281","THE GALLERY","May-2016",404056,149501,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"282","THE GALLERY","Apr-2016",424106,156919,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"283","THE GALLERY","Mar-2016",446609,165245,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"284","THE GALLERY","Feb-2016",490086,181332,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"285","THE GALLERY","Jan-2016",528693,195616,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"286","THE GALLERY","All-2015",3659343,1323275,"Pierce County","Retailer since Mar 2015","http://www.502data.com//license/413258"
"287","HERBAL NATION","Sep-2016",504235,186567,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"288","HERBAL NATION","Aug-2016",517461,191461,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"289","HERBAL NATION","Jul-2016",534071,197606,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"290","HERBAL NATION","Jun-2016",475087,175782,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"291","HERBAL NATION","May-2016",481332,178093,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"292","HERBAL NATION","Apr-2016",473122,175055,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"293","HERBAL NATION","Mar-2016",468324,173280,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"294","HERBAL NATION","Feb-2016",430965,159457,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"295","HERBAL NATION","Jan-2016",424001,156880,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"296","HERBAL NATION","All-2015",3718199,1309702,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"297","HERBAL NATION","All-2014",2328470,776157,"Snohomish County","Retailer since Aug 2014","http://www.502data.com//license/413683"
"298","THE EVERGREEN MARKET","Sep-2016",499273,184731,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"299","THE EVERGREEN MARKET","Aug-2016",499111,184671,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"300","THE EVERGREEN MARKET","Jul-2016",500320,185118,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"301","THE EVERGREEN MARKET","Jun-2016",448670,166008,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"302","THE EVERGREEN MARKET","May-2016",437585,161906,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"303","THE EVERGREEN MARKET","Apr-2016",441983,163534,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"304","THE EVERGREEN MARKET","Mar-2016",452396,167386,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"305","THE EVERGREEN MARKET","Feb-2016",465350,172179,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"306","THE EVERGREEN MARKET","Jan-2016",461466,170742,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"307","THE EVERGREEN MARKET","All-2015",2740949,1001572,"King County","Retailer since Apr 2015","http://www.502data.com//license/413791"
"308","MAIN STREET MARIJUANA EAST","Sep-2016",493121,182455,"Clark County","Retailer since May 2016","http://www.502data.com//license/421805"
"309","MAIN STREET MARIJUANA EAST","Aug-2016",457698,169348,"Clark County","Retailer since May 2016","http://www.502data.com//license/421805"
"310","MAIN STREET MARIJUANA EAST","Jul-2016",387322,143309,"Clark County","Retailer since May 2016","http://www.502data.com//license/421805"
"311","MAIN STREET MARIJUANA EAST","Jun-2016",317361,117424,"Clark County","Retailer since May 2016","http://www.502data.com//license/421805"
"312","MAIN STREET MARIJUANA EAST","May-2016",193649,71650,"Clark County","Retailer since May 2016","http://www.502data.com//license/421805"
"313","THE SLOW BURN","Sep-2016",472970,174999,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"314","THE SLOW BURN","Aug-2016",464291,171788,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"315","THE SLOW BURN","Jul-2016",475651,175991,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"316","THE SLOW BURN","Jun-2016",450003,166501,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"317","THE SLOW BURN","May-2016",413827,153116,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"318","THE SLOW BURN","Apr-2016",403754,149389,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"319","THE SLOW BURN","Mar-2016",387561,143397,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"320","THE SLOW BURN","Feb-2016",362926,134282,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"321","THE SLOW BURN","Jan-2016",326173,120684,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"322","THE SLOW BURN","All-2015",2863981,1028057,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"323","THE SLOW BURN","All-2014",27047,9016,"Yakima County","Retailer since Dec 2014","http://www.502data.com//license/413773"
"324","CASCADE KROPZ","Sep-2016",470794,174194,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"325","CASCADE KROPZ","Aug-2016",485842,179762,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"326","CASCADE KROPZ","Jul-2016",491846,181983,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"327","CASCADE KROPZ","Jun-2016",456524,168914,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"328","CASCADE KROPZ","May-2016",452762,167522,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"329","CASCADE KROPZ","Apr-2016",480999,177970,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"330","CASCADE KROPZ","Mar-2016",475174,175814,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"331","CASCADE KROPZ","Feb-2016",438637,162296,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"332","CASCADE KROPZ","Jan-2016",415333,153673,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"333","CASCADE KROPZ","All-2015",4083502,1445803,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"334","CASCADE KROPZ","All-2014",832013,277338,"Snohomish County","Retailer since Jul 2014","http://www.502data.com//license/413819"
"335","EMERALD LEAVES","Sep-2016",461952,170922,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"336","EMERALD LEAVES","Aug-2016",469170,173593,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"337","EMERALD LEAVES","Jul-2016",460111,170241,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"338","EMERALD LEAVES","Jun-2016",353603,130833,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"339","EMERALD LEAVES","May-2016",342160,126599,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"340","EMERALD LEAVES","Apr-2016",352977,130601,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"341","EMERALD LEAVES","Mar-2016",347094,128425,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"342","EMERALD LEAVES","Feb-2016",317814,117591,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"343","EMERALD LEAVES","Jan-2016",279582,103445,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
"344","EMERALD LEAVES","All-2015",1936208,699139,"Pierce County","Retailer since Feb 2015","http://www.502data.com//license/413363"
